issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,semanas_pub,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
2027-1786,2500-6517,2027-1786,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c iberoamericana ciencia tecnologia ibero social,american psychology sciences qualitative quantitative methods behavior cognitive philosophy religion,18,10,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2021-05-17T12:09:11Z,2021-05-17T12:09:11Z,2021-05-17,274,16,,0.33939548713948764,0.7481,,,-0.2778,0.3513,,,0.1395
2027-4688,2539-4711,2027-4688,historia arqueologia humanidades c q4 fronteras colonial latinoamericana social latinamerican general europe,history political science relations arts humanities social sciences historiography archive latin america spanish,12,13,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2018-12-06T16:54:05Z,2019-01-23T14:09:10Z,2019-01-23,1504,20,0.07017543859649122,0.3541728042888039,-0.1785,-0.7791,-0.7284,0.0613,0.2133,0.0012,0.025,0.186
0120-386X,2256-3334,0120-386X,salud publica ciencias medicas b facultad nacional,public health sciences medicine aspects,7,5,2390.0,EUR,2581.2,1.08,6792.63,observado,True,0,,,,,,,,,,2011-01-20T13:08:44Z,2020-05-09T15:33:01Z,2020-05-09,653,24,,0.3115257701583838,1.4789,,,0.4005,0.4602,,,0.2326
0121-0319,2960-8309,0121-0319,otras ciencias medicas salud c uis general,internal medicine surgery traumatology pediatrics ginecology,7,6,5176.12,EUR,5590.21,1.08,14711.08,observado,True,0,,,,,,,,,,2026-02-09T12:28:22Z,2026-02-09T12:28:22Z,,227,12,,0.3767707602502393,5.1036,,,-0.617,1.0,,,0.093
1909-9762,2705-3822,1909-9762,biotecnologia salud ciencias medicas c ingenieria molecular general,biomedica biological biotechnology cell biology medical sciences medicine science,8,9,1120.14,EUR,1209.75,1.08,3183.55,observado,True,0,,,,,,,,,,2024-05-31T21:19:15Z,2024-05-31T21:19:15Z,2024-05-31,0,10,,0.4194271429145009,-0.1731,,,-0.7866,0.2141,,,0.0698
0123-4226,2619-2551,0123-4226,otras ciencias agricolas b u d c actualidad divulgacion cientifica natural iberoamerican general,agriculture science health sciences region medicine biology,13,7,895.15,EUR,966.76,1.08,2544.11,observado,True,0,,,,,,,,,,2019-02-24T23:50:19Z,2019-08-30T10:04:22Z,2019-08-30,1466,20,,0.34622480722665944,-0.4659,,,0.0613,0.1705,,,0.186
1900-9895,0120-1867,1900-9895,educacion general incluye capacitacion pedagogia ciencias sociales c q3 q4 latinoamericana estudios educativos didactic,law political science relations social sciences education pedagogy curriculum,14,9,1828.24,EUR,1974.5,1.08,5196.05,observado,True,2,4,13,52,576,12,50,0.26,44.31,0.3125,2018-08-16T18:38:34Z,2023-11-30T15:35:57Z,2023-11-30,428,24,0.23076923076923078,0.3779798715280787,0.7481,-0.0472,-0.5873,0.4005,0.3513,0.0713,0.05,0.2326
2011-2106,2358-2820,2011-2106,economia negocios ciencias sociales c caribe social as,real estate finance markets sciences economic theory demography economics science,8,10,204.92,EUR,221.31,1.08,582.39,observado,True,0,,,,,,,,,,2015-11-17T19:51:04Z,2022-12-29T12:53:56Z,2022-12-29,216,25,,0.3488287995406101,-1.3638,,,0.4853,0.0368,,,0.2442
1794-6670,2215-9959,1794-6670,artes plasticas visuales arte humanidades c q3 q4 musica escenicas jrm oral general,music visual arts performing linguistics language humanities social sciences culture traditions performance books literature show business,13,16,3170.0,EUR,3423.6,1.08,9009.47,observado,True,2,7,29,77,847,17,62,0.13,29.21,0.5652,2024-05-28T16:56:14Z,2024-05-28T16:56:14Z,2024-05-28,0,10,0.22077922077922077,0.44785693155887296,2.4937,-0.625,-0.1641,-0.7866,0.6113,0.016,0.125,0.0698
1794-6190,2339-3459,1794-6190,geografia fisica ciencias tierra medioambientales naturales b q3 esrj,earth planetary sciences miscellaneous geosciences geophysics geology science,9,8,2400.0,EUR,2592.0,1.08,6821.05,observado,True,2,26,40,115,2236,108,115,0.97,55.9,0.2541,2006-05-29T16:42:46Z,2025-05-16T07:16:25Z,2025-05-16,410,20,0.9391304347826087,0.47694106859293356,1.4919,1.0957,2.5164,0.0613,0.4621,0.1806,0.6,0.186
0120-0488,1517-4549,0120-0488,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales c q4 colombiana social general,insect science agricultural biological sciences sociology antrophology political,12,8,2400.0,EUR,2592.0,1.08,6821.05,observado,True,1,25,15,60,816,32,60,0.39,54.4,0.3448,2015-12-21T21:19:29Z,2024-03-31T09:00:14Z,2024-03-31,566,24,0.5333333333333333,0.4108837733396474,1.4919,0.3509,2.3753,0.4005,0.4621,0.1093,0.575,0.2326
0123-3068,2215-4744,0123-3068,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales a1 q2 q3 cientifico museo historia natural centro museos costa central general europe doctrinal,museology conservation arts humanities history historiography rican american latin america spanish philosophy psychology religion theology specific doctrines movements heresies schisms,21,20,1116.0,EUR,1205.28,1.08,3171.79,observado,True,3,11,10,79,512,21,79,0.18,51.2,0.3871,2019-04-25T00:54:35Z,2022-09-26T12:59:42Z,2022-09-26,731,8,0.26582278481012656,0.5225578597802896,-0.1785,-0.1371,0.4002,-0.9562,0.2133,0.0627,0.225,0.0465
0123-4986,2256-5493,0123-4986,idiomas literatura humanidades c trabajo social human reform,work family rights policy problems internal migration sciences history conditions,8,10,267.75,EUR,289.17,1.08,760.97,observado,True,0,,,,,,,,,,2012-12-30T10:46:04Z,2019-12-05T20:48:56Z,2019-12-05,670,50,,0.2992857954057886,-1.2821,,,2.6052,0.049,,,0.5349
0120-4157,2590-7379,0120-4157,otras ciencias medicas salud b q3 instituto nacional,biochemistry genetics molecular biology miscellaneous medicine biomedica biomedicine tropical internal special situations conditions arctic,8,14,1549.04,EUR,1672.96,1.08,4402.53,observado,True,2,37,84,277,2297,240,258,0.76,27.35,0.5145000000000001,2016-11-11T09:34:00Z,2022-07-19T13:00:45Z,2022-07-19,2830,32,0.8664259927797834,0.5103934307009679,0.3848,1.4039,4.0682,1.0789,0.2972,0.2101,0.875,0.3256
2322-9381,2322-9675,2322-9381,historia arqueologia humanidades a2 trashumante general,public health sciences medicine,6,4,2618.0,EUR,2827.44,1.08,7440.63,observado,True,0,,,,,,,,,,2021-02-28T21:16:35Z,2021-02-28T21:16:35Z,2021-02-28,915,16,,0.3277390839349079,1.7755,,,-0.2778,0.5043,,,0.1395
0120-4688,2389-9387,0120-4688,filosofia otras humanidades c praxis filosofica general,philosophy humanities ethics metaphysics psychology religion,7,6,2380.0,EUR,2570.4,1.08,6764.21,observado,True,0,,,,,,,,,,2018-06-07T20:10:00Z,2026-05-16T09:00:29Z,2026-05-16,817,12,,0.4014152937174118,1.4659,,,-0.617,0.4582,,,0.093
0121-8417,2357-4720,0121-8417,historia arqueologia humanidades c q4 sociedad social general,history political science relations arts humanities social sciences works scholarship learning,8,11,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2016-11-07T14:48:55Z,2025-04-04T06:15:02Z,2025-04-04,874,26,0.07017543859649122,0.34170500302303275,-0.1785,-0.7791,-0.7284,0.5701,0.2133,0.0012,0.025,0.2558
0122-1701,2413-4155,0122-1701,ingenieria electrica electronica ingenierias informatica tecnologia b,scientia et technica sciences technology medicine engineering materials physics science,7,10,1139.73,EUR,1230.91,1.08,3239.24,observado,True,0,,,,,,,,,,2020-09-14T16:33:21Z,2023-05-02T09:03:15Z,2023-05-02,607,11,,0.4176309519112938,-0.1477,,,-0.7018,0.2179,,,0.0814
1657-6357,2709-7005,1657-6357,otras ciencias sociales b sociedad economia social urban,economy management sustainable development tourism finance entrepreneurship sciences communities classes races groups city sociology regional economics space,8,17,1996.61,EUR,2156.34,1.08,5674.58,observado,True,0,,,,,,,,,,2023-01-12T10:05:01Z,2023-01-12T10:05:01Z,2023-01-12,67,12,,0.40579446875927566,0.9671,,,-0.617,0.3839,,,0.093
1657-0308,2357-626X,1657-0308,arquitectura urbanismo arte humanidades b bogota urban,architecture design architectural education planning construction sustainability fine arts,7,9,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2017-04-07T20:10:24Z,2026-08-12T16:04:08Z,,456,35,,0.27556442548733157,2.0618,,,1.3333,0.547,,,0.3605
1657-107X,1853-1326,1657-107X,ciencias educacion sociales b interamericana investigacion pedagogia general,education teacher training didactics teaching special aspects theory practice,8,9,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2020-08-14T14:13:13Z,2020-08-14T14:13:13Z,2020-08-14,0,8,,0.414302786737714,0.7481,,,-0.9562,0.3513,,,0.0465
0120-0976,2538-9866,0120-0976,otras humanidades c interamericana bibliotecologia archival,information science library bibliography resources,6,5,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2011-09-19T16:30:20Z,2023-08-17T08:30:27Z,2023-08-17,350,52,,0.25433882504537086,0.7481,,,2.7748,0.3513,,,0.5581
1692-3561,1909-9959,1692-3561,agronomia agricultura silvicultura pesca ciencias agricolas b biotecnologia sector agropecuario agroindustrial general,biotechnology agriculture forestry microbiology engineering food technology chemical,12,8,2232.92,EUR,2411.55,1.08,6346.18,observado,True,0,,,,,,,,,,2017-06-16T15:53:58Z,2020-06-02T16:06:10Z,2020-06-02,1005,9,,0.4081144103683041,1.2746,,,-0.8714,0.4297,,,0.0581
0120-2952,0123-2576,0120-2952,ciencias veterinarias agricolas b q4 facultad medicina veterinaria zootecnia,education medical laboratory technology medicine miscellaneous health professions social sciences animal husbandry veterinary science dairy agriculture culture,9,17,1448.6,EUR,1564.49,1.08,4117.08,observado,True,1,4,0,62,0,16,50,0.28,0.0,0.0,2011-06-22T14:34:20Z,2025-05-20T06:07:41Z,2025-05-20,418,20,0.25806451612903225,0.3546973876426331,0.2542,-0.4581,-0.5873,0.0613,0.2778,0.0319,0.05,0.186
0124-4108,2248-454X,0124-4108,nutricion dietas ciencias salud medicas c perspectivas humana dietetic,feeding food services nutrition technology home economics foods supply medicine public aspects,9,12,2618.0,EUR,2827.44,1.08,7440.63,observado,True,0,,,,,,,,,,2017-03-04T19:25:40Z,2024-05-28T07:15:22Z,2024-05-28,450,24,,0.30793214341267316,1.7755,,,0.4005,0.5043,,,0.2326
0121-1617,1900-6152,0121-1617,historia arqueologia humanidades a2 q4 critica social general europe,history political science relations arts humanities social sciences historiography,9,9,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2007-08-15T14:25:42Z,2026-07-10T18:26:17Z,2026-06-21,1025,52,0.07017543859649122,0.2880144094554813,-0.1785,-0.7791,-0.7284,2.7748,0.2133,0.0012,0.025,0.5581
2216-0159,2462-8603,2216-0159,educacion general incluye capacitacion pedagogia ciencias sociales c praxis saber,philosophy bioethics latin american thinking psychology religion speculative,10,8,2380.0,EUR,2570.4,1.08,6764.21,observado,True,0,,,,,,,,,,2019-05-06T19:04:24Z,2022-10-24T20:13:38Z,2022-10-24,0,12,,0.4014152937174118,1.4659,,,-0.617,0.4582,,,0.093
0121-053X,2346-1829,0121-053X,linguistica idiomas literatura humanidades b,linguistica hispanica linguistics language society communication literature romanic languages philology,5,10,1898.13,EUR,2049.98,1.08,5394.68,observado,True,0,,,,,,,,,,2017-03-17T15:38:29Z,2026-05-23T18:03:01Z,2024-04-03,493,32,,0.30055409603902455,0.839,,,1.0789,0.3649,,,0.3256
0120-0690,1657-0448,0120-0690,ciencias animales lecheria agricolas b q4 colombiana pecuarias,dermatology surgery medicine animal science veterinary health production farm animals companion agriculture culture,8,13,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2019-02-10T18:09:46Z,2023-08-16T12:32:17Z,2023-08-16,845,52,0.04065040650406504,0.25735339755374326,0.9715,-0.7278,-0.8695,2.7748,0.3846,0.0061,0.0,0.5581
0124-2253,2344-8350,0124-2253,otras ciencias naturales c cientifica social,mathematics technology education engineering sciences science,6,6,895.15,EUR,966.76,1.08,2544.11,observado,True,0,,,,,,,,,,2013-07-02T22:23:02Z,2019-07-15T04:32:03Z,2019-07-15,916,8,,0.4251922808922539,-0.4659,,,-0.9562,0.1705,,,0.0465
0121-4381,1576-8597,0121-4381,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b suma psicologica experimental human,spanish society psychology animal cognition perception attention psycholinguistics methodology language literature philology linguistics philosophy religion consciousness,17,16,1005.27,EUR,1085.69,1.08,2857.08,observado,True,0,,,,,,,,,,2003-09-16T00:00:00Z,2025-12-19T09:13:46Z,2025-12-19,361,12,,0.4177162813539018,-0.3226,,,-0.617,0.1919,,,0.093
1657-4206,2462-8107,1657-4206,economia negocios ciencias sociales c ecos social as,applied economics quantitative analysis economic public policy issues finances sciences history conditions finance theory demography science,8,16,204.92,EUR,221.31,1.08,582.39,observado,True,0,,,,,,,,,,2013-04-16T22:14:01Z,2019-07-15T03:55:04Z,2019-07-15,171,16,,0.36617230768446757,-1.3638,,,-0.2778,0.0368,,,0.1395
0124-7913,2027-145X,0124-7913,arte humanidades c q2 q3 bitacora urbano territorial urban vivienda social,arts humanities miscellaneous geography planning development urban social sciences habitat territory public policy architecture communities classes races groups city sociology,11,20,661.3,EUR,714.2,1.08,1879.47,observado,True,3,12,39,152,996,65,144,0.28,25.54,0.45,2018-10-30T01:21:58Z,2019-02-18T20:45:35Z,2019-02-18,720,16,0.4276315789473684,0.47173383191488216,-0.7701,0.5435,0.5413,-0.2778,0.1252,0.1278,0.25,0.1395
1794-9998,2256-3067,1794-9998,psicologia ciencias sociales b diversitas perspectivas,psychology philosophy religion,6,3,242.0,EUR,261.36,1.08,687.79,observado,True,0,,,,,,,,,,2016-10-24T11:20:40Z,2025-10-06T11:18:31Z,2025-10-06,541,24,,0.3500721669205565,-1.3156,,,0.4005,0.044,,,0.2326
0121-4772,0120-2596,0121-4772,economia negocios ciencias sociales c q4 social,business management accounting miscellaneous economics econometrics finance social sciences sociology political science statistics probability uncertainty decision applied economic theory history conditions,7,21,2908.3,EUR,3140.96,1.08,8265.68,observado,True,1,10,15,67,437,21,66,0.41,29.13,0.2727,2007-04-12T14:45:37Z,2021-05-26T11:01:21Z,2021-05-26,1295,42,0.31343283582089554,0.2932197189188317,2.1532,-0.4709,0.2591,1.9268,0.5606,0.0307,0.2,0.4419
0120-9957,2518-7880,0120-9957,gastroenterologia hepatologia medicina clinica ciencias medicas salud c q4 colombiana intestinal gastrointestinal,gastroenterology medicine liver disease peptic ulcer pathology treatment diseases tract internal specialties digestive system,12,14,500.0,EUR,540.0,1.08,1421.05,declarado,True,1,15,86,226,1824,65,202,0.25,21.21,0.3392,2017-08-16T12:54:57Z,2026-02-02T07:35:10Z,,662,10,0.28761061946902655,0.4701808053660915,-0.9799,-0.3168,0.9645,-0.7866,0.094,0.0455,0.325,0.0698
0121-5612,1900-6004,0121-5612,ciencias politicas sociales a1 q4 colombia internacional colombian general,law social sciences relations comparative politics political theory science,9,9,2140.37,EUR,2311.6,1.08,6083.16,observado,True,1,5,7,35,453,4,16,0.12,64.71,0.5,2007-08-15T14:56:27Z,2026-07-10T18:31:35Z,2026-06-21,876,52,0.11428571428571428,0.2714952278092467,1.1542,-0.5737,-0.4463,2.7748,0.4118,0.0209,0.075,0.5581
0121-215X,2256-5442,0121-215X,geociencias multidisciplinario ciencias tierra medioambientales naturales b q3 q4 geografia colombiana human general,geography planning development earth planetary sciences miscellaneous environmental science social physical applications developments technologies geographical information anthropology recreation,13,18,416.0,EUR,449.28,1.08,1182.32,observado,True,2,10,43,92,2063,49,86,0.34,47.98,0.40399999999999997,2011-04-19T11:41:42Z,2026-07-08T18:38:42Z,2026-06-19,955,33,0.532608695652174,0.40655666473925645,-1.0892,0.505,0.2591,1.1637,0.0777,0.1241,0.2,0.3372
0121-3814,2602-408X,0121-3814,educacion general incluye capacitacion pedagogia ciencias sociales c tecne episteme,tea didaxis islamic culture archaeology history art turkish literature music fine arts,10,12,2972.0,EUR,3209.76,1.08,8446.74,observado,True,0,,,,,,,,,,2023-12-05T08:56:54Z,2023-12-05T08:56:54Z,2023-12-05,569,16,,0.32300146468904023,2.2361,,,-0.2778,0.5729,,,0.1395
0121-8123,2027-9000,0121-8123,otros temas medicina clinica ciencias medicas salud c q3 q4 colombiana reumatologia scientific general civil,internal medicine pharmaceutical science rehabilitation immunology allergy rheumatology pharmacology toxicology pharmaceutics logi transport logistics warehousing handling vehicle sustainability technology engineering transportation,15,21,150.0,EUR,162.0,1.08,426.32,declarado,True,2,13,83,238,2216,112,213,0.49,26.7,0.5365,2024-04-02T13:46:11Z,2026-07-24T16:43:03Z,2026-07-24,208,12,0.47058823529411764,0.5118403757294692,-1.4353,0.5178,0.6824,-0.617,0.0262,0.1253,0.275,0.093
0120-0739,2256-201X,0120-0739,forestal agricultura silvicultura pesca ciencias agricolas b q3 q4 colombia,forestry nature landscape conservation soil science agricultural biological sciences environmental silviculture forest ecology biodiversity health agriculture,10,16,1999.2,EUR,2159.14,1.08,5681.95,observado,True,2,11,18,44,970,31,44,0.6,53.89,0.3065,2013-05-31T13:23:51Z,2023-10-23T05:31:55Z,2023-10-23,255,20,0.7045454545454546,0.41611571174894546,0.9705,0.6077,0.4002,0.0613,0.3845,0.1339,0.225,0.186
0120-3932,,0120-3932,economia negocios ciencias sociales c economicas cuc social as,management economics education accounting sciences economic theory demography science,9,9,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2015-11-10T13:17:26Z,2018-10-17T07:21:28Z,2018-10-17,239,8,,0.4142999458923853,0.7484,,,-0.9562,0.3514,,,0.0465
0012-7353,2346-2183,0012-7353,ingenieria civil tecnologia b q4 colombia mineral material,engineering miscellaneous dyna mining industries electrical technology metallurgy,8,8,1657.98,EUR,1790.62,1.08,4712.16,observado,True,1,32,83,288,2828,243,284,0.82,34.07,0.3948,2006-05-22T13:41:07Z,2023-08-16T06:30:40Z,2023-08-16,2656,24,0.84375,0.45416384880804844,0.5266,0.3766,3.3628,0.4005,0.3183,0.1118,0.75,0.2326
2011-2173,1657-0448,2011-2173,otras ciencias agricolas b q4 colombiana horticolas molecular,dermatology surgery medicine endocrinology diabetes osteoporosis obesity nutrition dyslipidemias biology internal specialties diseases endocrine glands clinical,8,16,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2023-02-24T12:55:55Z,2023-02-24T12:55:55Z,2023-02-24,790,12,0.04065040650406504,0.41111707358569005,0.9715,-0.7278,-0.8695,-0.617,0.3846,0.0061,0.0,0.093
0120-6346,2248-4345,0120-6346,economia negocios ciencias sociales c semestre economico laboral social as,economics regional development market finance poverty sciences economic theory demography science,10,11,1828.49,EUR,1974.77,1.08,5196.76,observado,True,0,,,,,,,,,,2015-11-18T14:16:36Z,2021-03-01T14:11:24Z,2021-03-01,8,6,,0.41751177177849236,0.7484,,,-1.1258,0.3514,,,0.0233
2027-5137,2322-777X,2027-5137,historia arqueologia humanidades c q2 memoria general europe,history arts humanities memory historiography america latin spanish,8,8,1116.0,EUR,1205.28,1.08,3171.79,observado,True,3,7,22,82,1062,26,75,0.33,48.27,0.4211,2017-02-23T22:26:30Z,2023-11-01T13:33:12Z,2023-11-01,416,26,0.3170731707317073,0.4342214003940457,-0.1785,0.2739,-0.1641,0.5701,0.2133,0.102,0.125,0.2558
0124-8170,1909-7735,0124-8170,otras ingenierias tecnologias ingenieria tecnologia b ciencia neogranadina civil general,engineering technology materials science electronic,10,5,1806.0,EUR,1950.48,1.08,5132.84,observado,True,0,,,,,,,,,,2016-10-24T09:33:27Z,2021-08-03T16:43:02Z,2021-08-03,919,20,,0.3306277160610489,0.7192,,,0.0613,0.347,,,0.186
1909-8391,1847-7755,1909-8391,psicologia ciencias sociales b tesis psicologica sic casopis za knjizevnost kulturu knjizevno social general,i prevodjenje culture literature translation humanities sciences language,14,8,1005.27,EUR,1085.69,1.08,2857.08,observado,True,0,,,,,,,,,,2011-12-03T16:09:38Z,2021-05-14T08:47:41Z,2021-05-14,448,24,,0.3357602420716895,-0.3226,,,0.4005,0.1919,,,0.2326
0120-0011,0123-2576,0120-0011,otras ciencias medicas salud c q4 facultad medicina universidad nacional colombia general,education medical laboratory technology medicine miscellaneous health professions social sciences public,12,11,1448.6,EUR,1564.49,1.08,4117.08,observado,True,1,4,0,62,0,16,50,0.28,0.0,0.0,2006-09-29T11:54:57Z,2023-12-13T08:13:26Z,2023-12-13,3848,24,0.25806451612903225,0.3460501806237986,0.2542,-0.4581,-0.5873,0.4005,0.2778,0.0319,0.05,0.2326
1909-941X,2389-7848,1909-941X,economia negocios ciencias sociales c financial social as,clio america business administration economics sciences economic theory demography science,8,10,2200.0,EUR,2376.0,1.08,6252.63,observado,True,0,,,,,,,,,,2015-04-08T13:52:24Z,2026-08-07T16:52:33Z,2026-07-04,256,24,,0.3146270488433998,1.2317,,,0.4005,0.4234,,,0.2326
