"TXT_ISSN_P","TXT_ISSN_E","TXT_ISSN_L","NME_REVISTA_IN","NRO_ANO","ID_CLAS_REV","PAIS_REV_IN","REG_REV_IN","DEP_REV_IN","COD_DANE_REV_IN","MUN_REV_IN","ID_AREA_CON","NME_ESPECIALIDAD","NME_AREA","NME_GRAN_AREA","ID_INST_EDIT_1","NME_INST_EDIT_1","TIPO_INS_N1_E1","TIPO_INS_N2_E1","TIPO_INS_N3_E1","TIPO_INS_N4_E1","ID_INST_EDIT_2","NME_INST_EDIT_2","TIPO_INS_N1_E2","TIPO_INS_N2_E2","TIPO_INS_N3_E2","TIPO_INS_N4_E2","ID_INST_EDIT_3","NME_INST_EDIT_3","TIPO_INS_N1_E3","TIPO_INS_N2_E3","TIPO_INS_N3_E3","TIPO_INS_N4_E3","ID_REVISTA_P"
"1794-2470",,,"Nova: Publicación Científica En Ciencias Médicas","2015","A2","No disponible","No disponible","No disponible",,"No disponible","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","169","UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA","IES","Universidades","Público","No disponible","465","UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","677"
"0123-7047",,,"Medunab","2015","B","Colombia","Centro Oriente","Santander","68276","Floridablanca","3C01","Ciencias del Cuidado de la Salud y Servicios (Administración de Hospitales, Financiamiento)","Ciencias de la Salud","Ciencias Médicas y de la Salud","610","UNIVERSIDAD AUTONOMA DE BUCARAMANGA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","186"
"1909-0455",,,"Producción + Limpia","2016","A2","Colombia","Eje Cafetero","Antioquia","05129","Caldas","1E08","Ciencias del Medio Ambiente","Ciencias de la Tierra y Medioambientales","Ciencias Naturales","898","CORPORACION UNIVERSITARIA LASALLISTA","IES","Universidades","Privado","No disponible","14,197","AREA METROPOLITANA DEL VALLE DE ABURRA","No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","988"
"0120-0542",,,"Boletín Científico Cioh","2015","B","Colombia","Caribe","Bolívar","13001","Cartagena de Indias","1E11","Oceanografía, Hidrología y Recursos del Agua","Ciencias de la Tierra y Medioambientales","Ciencias Naturales","2,532","CENTRO DE INVESTIGACIONES OCEANOGRAFICAS E HIDROGRAFICAS CIOH","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","631"
"1794-9920",,,"Face Revista De La Facultad De Ciencias Economicas U De Pamplona","2022","C","Colombia","Centro Oriente","Norte de Santander","54518","Pamplona","5B","No registra","Economía y Negocios","Ciencias Sociales","533","UNIVERSIDAD DE PAMPLONA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","894"
"1794-7030",,,"Hojas Y Hablas","2016","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5C","No registra","Ciencias de la Educación","Ciencias Sociales","2,078","FUNDACION UNIVERSITARIA MONSERRATE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,038"
"0121-117X",,,"Ensayos De Economía","2016","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5B01","Economía","Economía y Negocios","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,162"
"0123-4471",,,"Revista Del Departamento De Antropología Y Sociología Facultad De Ciencias Jurídicas Y Sociales","2016","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5D03","Antropología","Sociología","Ciencias Sociales","544","UNIVERSIDAD DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","227"
"0486-6525",,"2539-472X","Revista Colombiana De Antropología","2022","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5D03","Antropología","Sociología","Ciencias Sociales","1,813","INSTITUTO COLOMBIANO DE ANTROPOLOGIA E HISTORIA ICANH","Entidades de Gobierno","Nacional","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","216"
"0121-8697",,"2145-9355","Revista De Derecho","2021","C","Colombia","Caribe","Atlántico","08001","Barranquilla","5E","No registra","Derecho","Ciencias Sociales","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","272"
"0120-0534",,,"Revista Latinoamericana De Psicología","2022","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5A","No registra","Psicología","Ciencias Sociales","1,620","FUNDACION UNIVERSITARIA KONRAD LORENZ","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","336"
"0120-3886",,,"Revista Facultad De Derecho Y Ciencias Políticas","2019","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5E01","Derecho","Derecho","Ciencias Sociales","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","155"
"1692-8156","2011-1703",,"International Law : Revista Colombiana De Derecho Internacional","2016","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","679","PONTIFICIA UNIVERSIDAD JAVERIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","498"
"1794-1237",,"2463-0950","Revista Eia","2022","B","Colombia","Eje Cafetero","Antioquia","05266","Envigado","2A01","Ingeniería Civil","Ingeniería Civil","Ingeniería y Tecnología","892","UNIVERSIDAD EIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","599"
"1657-4583",,,"Uis Ingenierías","2016","B","Colombia","Centro Oriente","Santander","68001","Bucaramanga","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","66"
"1900-5407","2011-4273",,"Antípoda : Revista De Antropología Y Arqueología","2019","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5D03","Antropología","Sociología","Ciencias Sociales","663","UNIVERSIDAD DE LOS ANDES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","667"
"0120-3347","2145-4604",,"Revista Colombiana De Anestesiología","2020","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B28","Otros Temas de Medicina Clínica","Medicina Clínica","Ciencias Médicas y de la Salud","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","84"
"0124-3551",,,"Revista Cife","2009","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","675","UNIVERSIDAD SANTO TOMAS","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","239"
"1909-230X",,,"Ciencia Política","2009","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","959"
"0121-7372","2462-991X",,"Repertorio De Medicina Y Cirugía","2013","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B","No registra","Medicina Clínica","Ciencias Médicas y de la Salud","6,424","SOCIEDAD DE CIRUGIA DE BOGOTA","Otras","Entidades sin ánimo de lucro","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","494"
"1692-715X","2027-7679",,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud","2020","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5D01","Sociología","Sociología","Ciencias Sociales","1,641","UNIVERSIDAD DE MANIZALES UMANIZALES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","960"
"2027-2448",,,"Revista Pensamiento Americano","2019","C","Colombia","Caribe","Atlántico","08001","Barranquilla","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","2,760","CORPORACION UNIVERSITARIA AMERICANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,191"
"0120-9965",,,"Agronomía Colombiana","2020","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4A06","Agronomía","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","25"
"2011-7485",,,"Psicología Desde El Caribe","2020","B","No disponible","No disponible","No disponible",,"No disponible","5A02","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)","Psicología","Ciencias Sociales","484","FUNDACION UNIVERSIDAD DEL NORTE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","78"
"2011-0324",,"2665-4814","Cs","2022","B","Colombia","Pacífico","Valle del Cauca","76001","Cali","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","505","UNIVERSIDAD ICESI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","501"
"1657-3986","2256-5477",,"Desde El Jardín De Freud","2016","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5A","No registra","Psicología","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,096"
"1909-8367",,,"Entre Ciencia E Ingenieria","2016","B","Colombia","Eje Cafetero","Risaralda","66001","Pereira","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","913","UNIVERSIDAD CATOLICA DE PEREIRA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","985"
"1657-6799",,,"Revista Jurídica Piélagus","2014","C","Colombia","Centro Sur","Huila","41001","Neiva","5E01","Derecho","Derecho","Ciencias Sociales","905","UNIVERSIDAD SURCOLOMBIANA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","625"
"0121-0807",,"2145-8464","Salud Uis","2022","B","No disponible","No disponible","No disponible",,"No disponible","3C","No registra","Ciencias de la Salud","Ciencias Médicas y de la Salud","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","271"
"0123-4986",,,"Trabajo Social","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6B","No registra","Idiomas y Literatura","Humanidades","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","371"
"0121-1129","2357-5328",,"Revista Facultad De Ingeniería","2020","B","Colombia","Centro Oriente","Boyacá","15001","Tunja","2K02","Otras Ingenierías y Tecnologías","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","861"
"2011-3080",,,"Revista Ces Psicología","2015","A2","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5A02","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)","Psicología","Ciencias Sociales","895","UNIVERSIDAD CES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","796"
"0120-9965",,,"Agronomía Colombiana","2017","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4A06","Agronomía","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","25"
"1900-9909",,,"Nexus","2010","C","Colombia","Pacífico","Valle del Cauca","76001","Cali","5H04","Medios y Comunicación Social","Periodismo y Comunicaciones","Ciencias Sociales","512","UNIVERSIDAD DEL VALLE","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,042"
"0121-4705",,,"Análisis Político","2020","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5F01","Ciencias Políticas","Ciencias Políticas","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","266"
